id,blockId,spaceNo,xpos,ypos,layout,mapId
1898,33,6,200,390,2,1
1899,33,7,200,380,3,1
1900,33,8,200,350,1,1
1901,33,9,200,340,2,1
1902,33,10,200,330,2,1
1903,33,11,200,320,2,1
1904,33,12,200,310,2,1
1905,33,13,200,300,2,1
1906,33,14,200,290,2,1
1907,33,15,200,280,3,1
1908,33,16,200,240,1,1
1909,33,17,200,230,2,1
1910,33,18,200,220,2,1
1911,33,19,200,210,2,1
1912,33,20,200,200,2,1
1913,33,21,200,190,2,1
1914,33,22,200,180,2,1
1915,33,23,200,170,3,1
1916,33,24,200,140,1,1
1917,33,25,200,130,2,1
1918,33,26,200,120,2,1
1919,33,27,200,110,2,1
1920,33,28,200,100,2,1
1921,33,29,200,90,2,1
1922,33,30,200,80,3,1
1923,33,31,190,80,3,1
1924,33,32,190,90,4,1
1925,33,33,190,100,4,1
1926,33,34,190,110,4,1
1927,33,35,190,120,4,1
1928,33,36,190,130,4,1
1929,33,37,190,140,1,1
1930,33,38,190,170,3,1
1931,33,39,190,180,4,1
1932,33,40,190,190,4,1
1933,33,41,190,200,4,1
1934,33,42,190,210,4,1
1935,33,43,190,220,4,1
1936,33,44,190,230,4,1
1937,33,45,190,240,1,1
1938,33,46,190,280,3,1
1939,33,47,190,290,4,1
1940,33,48,190,300,4,1
1941,33,49,190,310,4,1
1942,33,50,190,320,4,1
1943,33,51,190,330,4,1
1944,33,52,190,340,4,1
1945,33,53,190,350,1,1
1946,33,54,190,380,3,1
1947,33,55,190,390,4,1
1948,33,56,190,400,4,1
1949,33,57,190,410,4,1
1950,33,58,190,420,4,1
1951,33,59,190,430,4,1
1952,33,60,190,440,1,1
1953,34,1,160,440,1,1
1954,34,2,160,430,2,1
1955,34,3,160,420,2,1
1956,34,4,160,410,2,1
1957,34,5,160,400,2,1
1958,34,6,160,390,2,1
1959,34,7,160,380,3,1
1960,34,8,160,350,1,1
1961,34,9,160,340,2,1
1962,34,10,160,330,2,1
1963,34,11,160,320,2,1
1964,34,12,160,310,2,1
1965,34,13,160,300,2,1
1966,34,14,160,290,2,1
1967,34,15,160,280,3,1
1968,34,16,160,240,1,1
1969,34,17,160,230,2,1
1970,34,18,160,220,2,1
1971,34,19,160,210,2,1
1972,34,20,160,200,2,1
1973,34,21,160,190,2,1
1974,34,22,160,180,2,1
1975,34,23,160,170,3,1
1976,34,24,160,140,1,1
1977,34,25,160,130,2,1
1978,34,26,160,120,2,1
1979,34,27,160,110,2,1
1980,34,28,160,100,2,1
1981,34,29,160,90,2,1
1982,34,30,160,80,3,1
1983,34,31,150,80,3,1
1984,34,32,150,90,4,1
1985,34,33,150,100,4,1
1986,34,34,150,110,4,1
1987,34,35,150,120,4,1
1988,34,36,150,130,4,1
1989,34,37,150,140,1,1
1990,34,38,150,170,3,1
1991,34,39,150,180,4,1
1992,34,40,150,190,4,1
1993,34,41,150,200,4,1
1994,34,42,150,210,4,1
1995,34,43,150,220,4,1
1996,34,44,150,230,4,1
1997,34,45,150,240,1,1
1998,34,46,150,280,3,1
1999,34,47,150,290,4,1
2000,34,48,150,300,4,1
2001,34,49,150,310,4,1
2002,34,50,150,320,4,1
2003,34,51,150,330,4,1
2004,34,52,150,340,4,1
2005,34,53,150,350,1,1
2006,34,54,150,380,3,1
2007,34,55,150,390,4,1
2008,34,56,150,400,4,1
2009,34,57,150,410,4,1
2010,34,58,150,420,4,1
2011,34,59,150,430,4,1
2012,34,60,150,440,1,1
2013,35,1,130,440,1,1
2014,35,2,130,430,2,1
2015,35,3,130,420,2,1
2016,35,4,130,410,2,1
2017,35,5,130,400,2,1
2018,35,6,130,390,2,1
2019,35,7,130,380,3,1
2020,35,8,130,350,1,1
2021,35,9,130,340,2,1
2022,35,10,130,330,2,1
2023,35,11,130,320,2,1
2024,35,12,130,310,2,1
2025,35,13,130,300,2,1
2026,35,14,130,290,2,1
2027,35,15,130,280,3,1
2028,35,16,130,240,1,1
2029,35,17,130,230,2,1
2030,35,18,130,220,2,1
2031,35,19,130,210,2,1
2032,35,20,130,200,2,1
2033,35,21,130,190,2,1
2034,35,22,130,180,2,1
2035,35,23,130,170,3,1
2036,35,24,130,140,1,1
2037,35,25,130,130,2,1
2038,35,26,130,120,2,1
2039,35,27,130,110,2,1
2040,35,28,130,100,2,1
2041,35,29,130,90,2,1
2042,35,30,130,80,3,1
2043,35,31,120,80,3,1
2044,35,32,120,90,4,1
2045,35,33,120,100,4,1
2046,35,34,120,110,4,1
2047,35,35,120,120,4,1
2048,35,36,120,130,4,1
2049,35,37,120,140,1,1
2050,35,38,120,170,3,1
2051,35,39,120,180,4,1
2052,35,40,120,190,4,1
2053,35,41,120,200,4,1
2054,35,42,120,210,4,1
2055,35,43,120,220,4,1
2056,35,44,120,230,4,1
2057,35,45,120,240,1,1
2058,35,46,120,280,3,1
2059,35,47,120,290,4,1
2060,35,48,120,300,4,1
2061,35,49,120,310,4,1
2062,35,50,120,320,4,1
2063,35,51,120,330,4,1
2064,35,52,120,340,4,1
2065,35,53,120,350,1,1
2066,35,54,120,380,3,1
2067,35,55,120,390,4,1
2068,35,56,120,400,4,1
2069,35,57,120,410,4,1
2070,35,58,120,420,4,1
2071,35,59,120,430,4,1
2072,35,60,120,440,1,1
2073,36,1,100,440,1,1
2074,36,2,100,430,2,1
2075,36,3,100,420,2,1
2076,36,4,100,410,2,1
2077,36,5,100,400,2,1
2078,36,6,100,390,2,1
2079,36,7,100,380,3,1
2080,36,8,100,350,1,1
2081,36,9,100,340,2,1
2082,36,10,100,330,2,1
2083,36,11,100,320,2,1
2084,36,12,100,310,2,1
2085,36,13,100,300,2,1
2086,36,14,100,290,2,1
2087,36,15,100,280,3,1
2088,36,16,100,240,1,1
2089,36,17,100,230,2,1
2090,36,18,100,220,2,1
2091,36,19,100,210,2,1
2092,36,20,100,200,2,1
2093,36,21,100,190,2,1
2094,36,22,100,180,2,1
2095,36,23,100,170,3,1
2096,36,24,100,140,1,1
2097,36,25,100,130,2,1
2098,36,26,100,120,2,1
2099,36,27,100,110,2,1
2100,36,28,100,100,2,1
2101,36,29,100,90,2,1
2102,36,30,100,80,3,1
2103,36,31,90,80,3,1
2104,36,32,90,90,4,1
2105,36,33,90,100,4,1
2106,36,34,90,110,4,1
2107,36,35,90,120,4,1
2108,36,36,90,130,4,1
2109,36,37,90,140,1,1
2110,36,38,90,170,3,1
2111,36,39,90,180,4,1
2112,36,40,90,190,4,1
2113,36,41,90,200,4,1
2114,36,42,90,210,4,1
2115,36,43,90,220,4,1
2116,36,44,90,230,4,1
2117,36,45,90,240,1,1
2118,36,46,90,280,3,1
2119,36,47,90,290,4,1
2120,36,48,90,300,4,1
2121,36,49,90,310,4,1
2122,36,50,90,320,4,1
2123,36,51,90,330,4,1
2124,36,52,90,340,4,1
2125,36,53,90,350,1,1
2126,36,54,90,380,3,1
2127,36,55,90,390,4,1
2128,36,56,90,400,4,1
2129,36,57,90,410,4,1
2130,36,58,90,420,4,1
2131,36,59,90,430,4,1
2132,36,60,90,440,1,1
2133,37,1,70,440,1,1
2134,37,2,70,430,2,1
2135,37,3,70,420,2,1
2136,37,4,70,410,2,1
2137,37,5,70,400,2,1
2138,37,6,70,390,2,1
2139,37,7,70,380,3,1
2140,37,8,70,350,1,1
2141,37,9,70,340,2,1
2142,37,10,70,330,2,1
2143,37,11,70,320,2,1
2144,37,12,70,310,2,1
2145,37,13,70,300,3,1
2146,37,14,70,220,1,1
2147,37,15,70,210,2,1
2148,37,16,70,200,2,1
2149,37,17,70,190,2,1
2150,37,18,70,180,2,1
2151,37,19,70,170,3,1
2152,37,20,70,140,1,1
2153,37,21,70,130,2,1
2154,37,22,70,120,2,1
2155,37,23,70,110,2,1
2156,37,24,70,100,2,1
2157,37,25,70,90,2,1
2158,37,26,70,80,3,1
2159,37,27,60,80,3,1
2160,37,28,60,90,4,1
2161,37,29,60,100,4,1
2162,37,30,60,110,4,1
2163,37,31,60,120,4,1
2164,37,32,60,130,4,1
2165,37,33,60,140,1,1
2166,37,34,60,170,3,1
2167,37,35,60,180,4,1
2168,37,36,60,190,4,1
2169,37,37,60,200,4,1
2170,37,38,60,210,4,1
2171,37,39,60,220,1,1
2172,37,40,60,300,3,1
2173,37,41,60,310,4,1
2174,37,42,60,320,4,1
2175,37,43,60,330,4,1
2176,37,44,60,340,4,1
2177,37,45,60,350,1,1
2178,37,46,60,380,3,1
2179,37,47,60,390,4,1
2180,37,48,60,400,4,1
2181,37,49,60,410,4,1
2182,37,50,60,420,4,1
2183,37,51,60,430,4,1
2184,37,52,60,440,1,1
2185,38,1,1240,450,2,2
2186,38,2,1240,440,2,2
2187,38,3,1240,430,2,2
2188,38,4,1240,400,2,2
2189,38,5,1240,380,2,2
2190,38,6,1240,360,2,2
2191,38,7,1240,330,2,2
2192,38,8,1240,320,2,2
2193,38,9,1240,310,2,2
2194,38,10,1240,300,2,2
2195,38,11,1240,220,2,2
2196,38,12,1240,210,2,2
2197,38,13,1240,200,2,2
2198,38,14,1240,190,2,2
2199,38,15,1240,160,2,2
2200,38,16,1240,140,2,2
2201,38,17,1240,120,2,2
2202,38,18,1240,90,2,2
2203,38,19,1240,80,2,2
2204,38,20,1240,70,2,2
2205,38,21,1220,40,3,2
2206,38,22,1210,40,3,2
2207,38,23,1190,40,3,2
2208,38,24,1170,40,3,2
2209,38,25,1160,40,3,2
2210,38,26,1140,40,3,2
2211,38,27,1130,40,3,2
2212,38,28,1100,30,3,2
2213,38,29,1070,30,3,2
2214,38,30,950,40,3,2
2215,38,31,940,40,3,2
2216,38,32,920,40,3,2
2217,38,33,910,40,3,2
2218,38,34,900,40,3,2
2219,38,35,880,40,3,2
2220,38,36,870,40,3,2
2221,38,37,800,40,3,2
2222,38,38,790,40,3,2
2223,38,39,770,40,3,2
2224,38,40,760,40,3,2
2225,38,41,750,40,3,2
2226,38,42,730,40,3,2
2227,38,43,720,40,3,2
2228,38,44,680,30,3,2
2229,38,45,660,30,3,2
2230,38,46,540,40,3,2
2231,38,47,530,40,3,2
2232,38,48,510,40,3,2
2233,38,49,500,40,3,2
2234,38,50,490,40,3,2
2235,38,51,470,40,3,2
2236,38,52,460,40,3,2
2237,38,53,390,40,3,2
2238,38,54,380,40,3,2
2239,38,55,360,40,3,2
2240,38,56,350,40,3,2
2241,38,57,340,40,3,2
2242,38,58,320,40,3,2
2243,38,59,310,40,3,2
2244,38,60,280,30,3,2
2245,38,61,250,30,3,2
2246,38,62,130,40,3,2
2247,38,63,120,40,3,2
2248,38,64,100,40,3,2
2249,38,65,80,40,3,2
2250,38,66,70,40,3,2
2251,38,67,50,40,3,2
2252,38,68,40,40,3,2
2253,38,69,20,70,4,2
2254,38,70,20,80,4,2
2255,38,71,20,90,4,2
2256,38,72,20,120,4,2
2257,38,73,20,140,4,2
2258,38,74,20,160,4,2
2259,38,75,20,190,4,2
2260,38,76,20,200,4,2
2261,38,77,20,210,4,2
2262,38,78,20,220,4,2
2263,38,79,20,300,4,2
2264,38,80,20,310,4,2
2265,38,81,20,320,4,2
2266,38,82,20,330,4,2
2267,38,83,20,360,4,2
2268,38,84,20,380,4,2
2269,38,85,20,400,4,2
2270,38,86,20,430,4,2
2271,38,87,20,440,4,2
2272,38,88,20,450,4,2
2273,39,1,1200,440,1,2
2274,39,2,1200,430,2,2
2275,39,3,1200,420,2,2
2276,39,4,1200,410,2,2
2277,39,5,1200,400,2,2
2278,39,6,1200,390,2,2
2279,39,7,1200,380,3,2
2280,39,8,1200,350,1,2
2281,39,9,1200,340,2,2
2282,39,10,1200,330,2,2
2283,39,11,1200,320,2,2
2284,39,12,1200,310,2,2
2285,39,13,1200,300,3,2
2286,39,14,1200,220,1,2
2287,39,15,1200,210,2,2
2288,39,16,1200,200,2,2
2289,39,17,1200,190,2,2
2290,39,18,1200,180,2,2
2291,39,19,1200,170,3,2
2292,39,20,1200,140,1,2
2293,39,21,1200,130,2,2
2294,39,22,1200,120,2,2
2295,39,23,1200,110,2,2
2296,39,24,1200,100,2,2
2297,39,25,1200,90,2,2
2298,39,26,1200,80,3,2
2299,39,27,1190,80,3,2
2300,39,28,1190,90,4,2
2301,39,29,1190,100,4,2
2302,39,30,1190,110,4,2
2303,39,31,1190,120,4,2
2304,39,32,1190,130,4,2
2305,39,33,1190,140,1,2
2306,39,34,1190,170,3,2
2307,39,35,1190,180,4,2
2308,39,36,1190,190,4,2
2309,39,37,1190,200,4,2
2310,39,38,1190,210,4,2
2311,39,39,1190,220,1,2
2312,39,40,1190,300,3,2
2313,39,41,1190,310,4,2
2314,39,42,1190,320,4,2
2315,39,43,1190,330,4,2
2316,39,44,1190,340,4,2
2317,39,45,1190,350,1,2
2318,39,46,1190,380,3,2
2319,39,47,1190,390,4,2
2320,39,48,1190,400,4,2
2321,39,49,1190,410,4,2
2322,39,50,1190,420,4,2
2323,39,51,1190,430,4,2
2324,39,52,1190,440,1,2
2325,40,1,1170,440,1,2
2326,40,2,1170,430,2,2
2327,40,3,1170,420,2,2
2328,40,4,1170,410,2,2
2329,40,5,1170,400,2,2
2330,40,6,1170,390,2,2
2331,40,7,1170,380,3,2
2332,40,8,1170,350,1,2
2333,40,9,1170,340,2,2
2334,40,10,1170,330,2,2
2335,40,11,1170,320,2,2
2336,40,12,1170,310,2,2
2337,40,13,1170,300,2,2
2338,40,14,1170,290,2,2
2339,40,15,1170,280,3,2
2340,40,16,1170,240,1,2
2341,40,17,1170,230,2,2
2342,40,18,1170,220,2,2
2343,40,19,1170,210,2,2
2344,40,20,1170,200,2,2
2345,40,21,1170,190,2,2
2346,40,22,1170,180,2,2
2347,40,23,1170,170,3,2
2348,40,24,1170,140,1,2
2349,40,25,1170,130,2,2
2350,40,26,1170,120,2,2
2351,40,27,1170,110,2,2
2352,40,28,1170,100,2,2
2353,40,29,1170,90,2,2
2354,40,30,1170,80,3,2
2355,40,31,1160,80,3,2
2356,40,32,1160,90,4,2
2357,40,33,1160,100,4,2
2358,40,34,1160,110,4,2
2359,40,35,1160,120,4,2
2360,40,36,1160,130,4,2
2361,40,37,1160,140,1,2
2362,40,38,1160,170,3,2
2363,40,39,1160,180,4,2
2364,40,40,1160,190,4,2
2365,40,41,1160,200,4,2
2366,40,42,1160,210,4,2
2367,40,43,1160,220,4,2
2368,40,44,1160,230,4,2
2369,40,45,1160,240,1,2
2370,40,46,1160,280,3,2
2371,40,47,1160,290,4,2
2372,40,48,1160,300,4,2
2373,40,49,1160,310,4,2
2374,40,50,1160,320,4,2
2375,40,51,1160,330,4,2
2376,40,52,1160,340,4,2
2377,40,53,1160,350,1,2
2378,40,54,1160,380,3,2
2379,40,55,1160,390,4,2
2380,40,56,1160,400,4,2
2381,40,57,1160,410,4,2
2382,40,58,1160,420,4,2
2383,40,59,1160,430,4,2
2384,40,60,1160,440,1,2
2385,41,1,1140,440,1,2
2386,41,2,1140,430,2,2
2387,41,3,1140,420,2,2
2388,41,4,1140,410,2,2
2389,41,5,1140,400,2,2
2390,41,6,1140,390,2,2
2391,41,7,1140,380,3,2
2392,41,8,1140,350,1,2
2393,41,9,1140,340,2,2
2394,41,10,1140,330,2,2
2395,41,11,1140,320,2,2
2396,41,12,1140,310,2,2
2397,41,13,1140,300,2,2
2398,41,14,1140,290,2,2
2399,41,15,1140,280,3,2
2400,41,16,1140,240,1,2
2401,41,17,1140,230,2,2
2402,41,18,1140,220,2,2
2403,41,19,1140,210,2,2
2404,41,20,1140,200,2,2
2405,41,21,1140,190,2,2
2406,41,22,1140,180,2,2
2407,41,23,1140,170,3,2
2408,41,24,1140,140,1,2
2409,41,25,1140,130,2,2
2410,41,26,1140,120,2,2
2411,41,27,1140,110,2,2
2412,41,28,1140,100,2,2
2413,41,29,1140,90,2,2
2414,41,30,1140,80,3,2
2415,41,31,1130,80,3,2
2416,41,32,1130,90,4,2
2417,41,33,1130,100,4,2
2418,41,34,1130,110,4,2
2419,41,35,1130,120,4,2
2420,41,36,1130,130,4,2
2421,41,37,1130,140,1,2
2422,41,38,1130,170,3,2
2423,41,39,1130,180,4,2
2424,41,40,1130,190,4,2
2425,41,41,1130,200,4,2
2426,41,42,1130,210,4,2
2427,41,43,1130,220,4,2
2428,41,44,1130,230,4,2
2429,41,45,1130,240,1,2
2430,41,46,1130,280,3,2
2431,41,47,1130,290,4,2
2432,41,48,1130,300,4,2
2433,41,49,1130,310,4,2
2434,41,50,1130,320,4,2
2435,41,51,1130,330,4,2
2436,41,52,1130,340,4,2
2437,41,53,1130,350,1,2
2438,41,54,1130,380,3,2
2439,41,55,1130,390,4,2
2440,41,56,1130,400,4,2
2441,41,57,1130,410,4,2
2442,41,58,1130,420,4,2
2443,41,59,1130,430,4,2
2444,41,60,1130,440,1,2
2445,42,1,1110,440,1,2
2446,42,2,1110,430,2,2
2447,42,3,1110,420,2,2
2448,42,4,1110,410,2,2
2449,42,5,1110,400,2,2
2450,42,6,1110,390,2,2
2451,42,7,1110,380,3,2
2452,42,8,1110,350,1,2
2453,42,9,1110,340,2,2
2454,42,10,1110,330,2,2
2455,42,11,1110,320,2,2
2456,42,12,1110,310,2,2
2457,42,13,1110,300,2,2
2458,42,14,1110,290,2,2
2459,42,15,1110,280,3,2
2460,42,16,1110,240,1,2
2461,42,17,1110,230,2,2
2462,42,18,1110,220,2,2
2463,42,19,1110,210,2,2
2464,42,20,1110,200,2,2
2465,42,21,1110,190,2,2
2466,42,22,1110,180,2,2
2467,42,23,1110,170,3,2
2468,42,24,1110,140,1,2
2469,42,25,1110,130,2,2
2470,42,26,1110,120,2,2
2471,42,27,1110,110,2,2
2472,42,28,1110,100,2,2
2473,42,29,1110,90,2,2
2474,42,30,1110,80,3,2
2475,42,31,1100,80,3,2
2476,42,32,1100,90,4,2
2477,42,33,1100,100,4,2
2478,42,34,1100,110,4,2
2479,42,35,1100,120,4,2
2480,42,36,1100,130,4,2
2481,42,37,1100,140,1,2
2482,42,38,1100,170,3,2
2483,42,39,1100,180,4,2
2484,42,40,1100,190,4,2
2485,42,41,1100,200,4,2
2486,42,42,1100,210,4,2
2487,42,43,1100,220,4,2
2488,42,44,1100,230,4,2
2489,42,45,1100,240,1,2
2490,42,46,1100,280,3,2
2491,42,47,1100,290,4,2
2492,42,48,1100,300,4,2
2493,42,49,1100,310,4,2
2494,42,50,1100,320,4,2
2495,42,51,1100,330,4,2
2496,42,52,1100,340,4,2
2497,42,53,1100,350,1,2
2498,42,54,1100,380,3,2
2499,42,55,1100,390,4,2
2500,42,56,1100,400,4,2
2501,42,57,1100,410,4,2
2502,42,58,1100,420,4,2
2503,42,59,1100,430,4,2
2504,42,60,1100,440,1,2
2505,43,1,1080,440,1,2
2506,43,2,1080,430,2,2
2507,43,3,1080,420,2,2
2508,43,4,1080,410,2,2
2509,43,5,1080,400,2,2
2510,43,6,1080,390,2,2
2511,43,7,1080,380,3,2
2512,43,8,1080,350,1,2
2513,43,9,1080,340,2,2
2514,43,10,1080,330,2,2
2515,43,11,1080,320,2,2
2516,43,12,1080,310,2,2
2517,43,13,1080,300,2,2
2518,43,14,1080,290,2,2
2519,43,15,1080,280,3,2
2520,43,16,1080,240,1,2
2521,43,17,1080,230,2,2
2522,43,18,1080,220,2,2
2523,43,19,1080,210,2,2
2524,43,20,1080,200,2,2
2525,43,21,1080,190,2,2
2526,43,22,1080,180,2,2
2527,43,23,1080,170,3,2
2528,43,24,1080,140,1,2
2529,43,25,1080,130,2,2
2530,43,26,1080,120,2,2
2531,43,27,1080,110,2,2
2532,43,28,1080,100,2,2
2533,43,29,1080,90,2,2
2534,43,30,1080,80,3,2
2535,43,31,1070,80,3,2
2536,43,32,1070,90,4,2
2537,43,33,1070,100,4,2
2538,43,34,1070,110,4,2
2539,43,35,1070,120,4,2
2540,43,36,1070,130,4,2
2541,43,37,1070,140,1,2
2542,43,38,1070,170,3,2
2543,43,39,1070,180,4,2
2544,43,40,1070,190,4,2
2545,43,41,1070,200,4,2
2546,43,42,1070,210,4,2
2547,43,43,1070,220,4,2
2548,43,44,1070,230,4,2
2549,43,45,1070,240,1,2
2550,43,46,1070,280,3,2
2551,43,47,1070,290,4,2
2552,43,48,1070,300,4,2
2553,43,49,1070,310,4,2
2554,43,50,1070,320,4,2
2555,43,51,1070,330,4,2
2556,43,52,1070,340,4,2
2557,43,53,1070,350,1,2
2558,43,54,1070,380,3,2
2559,43,55,1070,390,4,2
2560,43,56,1070,400,4,2
2561,43,57,1070,410,4,2
2562,43,58,1070,420,4,2
2563,43,59,1070,430,4,2
2564,43,60,1070,440,1,2
2565,44,1,1050,440,1,2
2566,44,2,1050,430,2,2
2567,44,3,1050,420,2,2
2568,44,4,1050,410,2,2
2569,44,5,1050,400,2,2
2570,44,6,1050,390,2,2
2571,44,7,1050,380,3,2
2572,44,8,1050,350,1,2
2573,44,9,1050,340,2,2
2574,44,10,1050,330,2,2
2575,44,11,1050,320,2,2
2576,44,12,1050,310,2,2
2577,44,13,1050,300,2,2
2578,44,14,1050,290,2,2
2579,44,15,1050,280,3,2
2580,44,16,1050,240,1,2
2581,44,17,1050,230,2,2
2582,44,18,1050,220,2,2
2583,44,19,1050,210,2,2
2584,44,20,1050,200,2,2
2585,44,21,1050,190,2,2
2586,44,22,1050,180,2,2
2587,44,23,1050,170,3,2
2588,44,24,1050,140,1,2
2589,44,25,1050,130,2,2
2590,44,26,1050,120,2,2
2591,44,27,1050,110,2,2
2592,44,28,1050,100,2,2
2593,44,29,1050,90,2,2
2594,44,30,1050,80,3,2
2595,44,31,1040,80,3,2
2596,44,32,1040,90,4,2
2597,44,33,1040,100,4,2
2598,44,34,1040,110,4,2
2599,44,35,1040,120,4,2
2600,44,36,1040,130,4,2
2601,44,37,1040,140,1,2
2602,44,38,1040,170,3,2
2603,44,39,1040,180,4,2
2604,44,40,1040,190,4,2
2605,44,41,1040,200,4,2
2606,44,42,1040,210,4,2
2607,44,43,1040,220,4,2
2608,44,44,1040,230,4,2
2609,44,45,1040,240,1,2
2610,44,46,1040,280,3,2
2611,44,47,1040,290,4,2
2612,44,48,1040,300,4,2
2613,44,49,1040,310,4,2
2614,44,50,1040,320,4,2
2615,44,51,1040,330,4,2
2616,44,52,1040,340,4,2
2617,44,53,1040,350,1,2
2618,44,54,1040,380,3,2
2619,44,55,1040,390,4,2
2620,44,56,1040,400,4,2
2621,44,57,1040,410,4,2
2622,44,58,1040,420,4,2
2623,44,59,1040,430,4,2
2624,44,60,1040,440,1,2
2625,45,1,1020,440,1,2
2626,45,2,1020,430,2,2
2627,45,3,1020,420,2,2
2628,45,4,1020,410,2,2
2629,45,5,1020,400,2,2
2630,45,6,1020,390,2,2
2631,45,7,1020,380,3,2
2632,45,8,1020,350,1,2
2633,45,9,1020,340,2,2
2634,45,10,1020,330,2,2
2635,45,11,1020,320,2,2
2636,45,12,1020,310,2,2
2637,45,13,1020,300,2,2
2638,45,14,1020,290,2,2
2639,45,15,1020,280,3,2
2640,45,16,1020,240,1,2
2641,45,17,1020,230,2,2
2642,45,18,1020,220,2,2
2643,45,19,1020,210,2,2
2644,45,20,1020,200,2,2
2645,45,21,1020,190,2,2
2646,45,22,1020,180,2,2
2647,45,23,1020,170,3,2
2648,45,24,1020,140,1,2
2649,45,25,1020,130,2,2
2650,45,26,1020,120,2,2
2651,45,27,1020,110,2,2
2652,45,28,1020,100,2,2
2653,45,29,1020,90,2,2
2654,45,30,1020,80,3,2
2655,45,31,1010,80,3,2
2656,45,32,1010,90,4,2
2657,45,33,1010,100,4,2
2658,45,34,1010,110,4,2
2659,45,35,1010,120,4,2
2660,45,36,1010,130,4,2
2661,45,37,1010,140,1,2
2662,45,38,1010,170,3,2
2663,45,39,1010,180,4,2
2664,45,40,1010,190,4,2
2665,45,41,1010,200,4,2
2666,45,42,1010,210,4,2
2667,45,43,1010,220,4,2
2668,45,44,1010,230,4,2
2669,45,45,1010,240,1,2
2670,45,46,1010,280,3,2
2671,45,47,1010,290,4,2
2672,45,48,1010,300,4,2
2673,45,49,1010,310,4,2
2674,45,50,1010,320,4,2
2675,45,51,1010,330,4,2
2676,45,52,1010,340,4,2
2677,45,53,1010,350,1,2
2678,45,54,1010,380,3,2
2679,45,55,1010,390,4,2
2680,45,56,1010,400,4,2
2681,45,57,1010,410,4,2
2682,45,58,1010,420,4,2
2683,45,59,1010,430,4,2
2684,45,60,1010,440,1,2
2685,46,1,980,440,1,2
2686,46,2,980,430,2,2
2687,46,3,980,420,2,2
2688,46,4,980,410,2,2
2689,46,5,980,400,2,2
2690,46,6,980,390,2,2
2691,46,7,980,380,3,2
2692,46,8,980,350,1,2
2693,46,9,980,340,2,2
2694,46,10,980,330,2,2
2695,46,11,980,320,2,2
2696,46,12,980,310,2,2
2697,46,13,980,300,2,2
2698,46,14,980,290,2,2
2699,46,15,980,280,3,2
2700,46,16,980,240,1,2
2701,46,17,980,230,2,2
2702,46,18,980,220,2,2
2703,46,19,980,210,2,2
2704,46,20,980,200,2,2
2705,46,21,980,190,2,2
2706,46,22,980,180,2,2
2707,46,23,980,170,3,2
2708,46,24,980,140,1,2
2709,46,25,980,130,2,2
2710,46,26,980,120,2,2
2711,46,27,980,110,2,2
2712,46,28,980,100,2,2
2713,46,29,980,90,2,2
2714,46,30,980,80,3,2
2715,46,31,970,80,3,2
2716,46,32,970,90,4,2
2717,46,33,970,100,4,2
2718,46,34,970,110,4,2
2719,46,35,970,120,4,2
2720,46,36,970,130,4,2
2721,46,37,970,140,1,2
2722,46,38,970,170,3,2
2723,46,39,970,180,4,2
2724,46,40,970,190,4,2
2725,46,41,970,200,4,2
2726,46,42,970,210,4,2
2727,46,43,970,220,4,2
2728,46,44,970,230,4,2
2729,46,45,970,240,1,2
2730,46,46,970,280,3,2
2731,46,47,970,290,4,2
2732,46,48,970,300,4,2
2733,46,49,970,310,4,2
2734,46,50,970,320,4,2
2735,46,51,970,330,4,2
2736,46,52,970,340,4,2
2737,46,53,970,350,1,2
2738,46,54,970,380,3,2
2739,46,55,970,390,4,2
2740,46,56,970,400,4,2
2741,46,57,970,410,4,2
2742,46,58,970,420,4,2
2743,46,59,970,430,4,2
2744,46,60,970,440,1,2
2745,47,1,950,440,1,2
2746,47,2,950,430,2,2
2747,47,3,950,420,2,2
2748,47,4,950,410,2,2
2749,47,5,950,400,2,2
2750,47,6,950,390,2,2
2751,47,7,950,380,3,2
2752,47,8,950,350,1,2
2753,47,9,950,340,2,2
2754,47,10,950,330,2,2
2755,47,11,950,320,2,2
2756,47,12,950,310,2,2
2757,47,13,950,300,2,2
2758,47,14,950,290,2,2
2759,47,15,950,280,3,2
2760,47,16,950,240,1,2
2761,47,17,950,230,2,2
2762,47,18,950,220,2,2
2763,47,19,950,210,2,2
2764,47,20,950,200,2,2
2765,47,21,950,190,2,2
2766,47,22,950,180,2,2
2767,47,23,950,170,3,2
2768,47,24,950,140,1,2
2769,47,25,950,130,2,2
2770,47,26,950,120,2,2
2771,47,27,950,110,2,2
2772,47,28,950,100,2,2
2773,47,29,950,90,2,2
2774,47,30,950,80,3,2
2775,47,31,940,80,3,2
2776,47,32,940,90,4,2
2777,47,33,940,100,4,2
2778,47,34,940,110,4,2
2779,47,35,940,120,4,2
2780,47,36,940,130,4,2
2781,47,37,940,140,1,2
2782,47,38,940,170,3,2
2783,47,39,940,180,4,2
2784,47,40,940,190,4,2
2785,47,41,940,200,4,2
2786,47,42,940,210,4,2
2787,47,43,940,220,4,2
2788,47,44,940,230,4,2
2789,47,45,940,240,1,2
2790,47,46,940,280,3,2
2791,47,47,940,290,4,2
2792,47,48,940,300,4,2
2793,47,49,940,310,4,2
2794,47,50,940,320,4,2
2795,47,51,940,330,4,2
2796,47,52,940,340,4,2
2797,47,53,940,350,1,2
2798,47,54,940,380,3,2
2799,47,55,940,390,4,2
